STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,TIMELINESS,Timeliness,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,BIRD_FARM,Farmland birds,IX,Index,_T,Total - all activities,2012,,75.19,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,BIRD_FARM,Farmland birds,IX,Index,_T,Total - all activities,2011,,81.07,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,BIRD_FARM,Farmland birds,IX,Index,_T,Total - all activities,2010,,68.41,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,BIRD_FARM,Farmland birds,IX,Index,_T,Total - all activities,2009,,73.83,,A,Normal value,,,0,Units,_Z,Not applicable,2000,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2006,,7.46,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2005,,6.28,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2004,,5.7,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2003,,5.87,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2002,,5.26,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2001,,5.51,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2000,,6,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2019,,9.53,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2018,,10.77,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2017,,11.5,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2016,,11.75,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2015,,10.86,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2014,,10.33,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2013,,11,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2012,,11.74,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2011,,12.35,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2010,,12.03,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2009,,12.13,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,GPAT_DE,Development of environment-related technologies,PT_INV_D,Percentage of domestic inventions,_T,Total - all activities,2008,,9.84,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2008,,98.5,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2006,,98.2,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2005,,96.5,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2004,,91.2,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2003,,86.9,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2002,,85.2,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2001,,82.5,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2000,,81.6,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2019,,99.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2018,,99.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2017,,99.3,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2016,,98.65,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2015,,98.53,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2014,,98.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2013,,98.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2012,,98.4,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,ASEW_TWT,Population connected to sewerage with tertiary treatment,PT_POP,Percentage of population,_T,Total - all activities,2011,,98.3,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2017,,5.89,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2016,,5.99,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2015,,5.39,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2014,,5.77,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2013,,5.78,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2012,,6.14,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2011,,5.87,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2010,,5.12,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2020,,5.41,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PEST_AGLAND,Sales of pesticides per unit of agricultural land,KG,Kilogramme,_T,Total - all activities,2019,,5.07,,A,Normal value,,,0,Units,_Z,Not applicable,,,1,"1 year lag, timely",2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2007,,353.25,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2006,,362.15,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2005,,374.05,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2004,,390.03,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2003,,417.18,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2002,,436.36,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2001,,452.51,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2000,,470.71,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2019,,267.26,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2018,,267.69,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2017,,266.8,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2016,,264.05,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2015,,263.41,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2014,,268.63,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2013,,291.12,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2012,,314.64,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2011,,331.21,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2010,,343.41,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,PM_MOR,Mortality from exposure to ambient PM2.5,DT_10P6HB,Deaths per 1 000 000 inhabitants,_T,Total - all activities,2009,,347.44,,A,Normal value,,,0,Units,_Z,Not applicable,,,3,3 years lag,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2009,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2008,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2007,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2006,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2005,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2004,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2003,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2002,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2001,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2000,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2022,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2021,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2020,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2019,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2018,,,,A,Normal value,,,0,Units,,,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_GG@DF_GREEN_GROWTH(1.1),Green Growth,I,NLD,Netherlands,A,Annual,SOC,Social context,_X,Unspecified,_T,Total - all activities,2017,,,,A,Normal value,,,0,Units,,,,,,,,
